Sexo;Comunidad autónoma (1);Familia profesional (2);Porcentajes total de módulos aprobados
Hombres;Castilla y León;ENERGÍA Y AGUA;86,2
Hombres;Castilla y León;FABRICACIÓN MECÁNICA;77,0
Hombres;Castilla y León;HOSTELERÍA Y TURISMO;74,6
Hombres;Castilla y León;IMAGEN PERSONAL;78,1
Hombres;Castilla y León;IMAGEN Y SONIDO;83,4
Hombres;Castilla y León;INDUSTRIAS ALIMENTARIAS;78,4
Hombres;Castilla y León;INDUSTRIAS EXTRACTIVAS;.
Hombres;Castilla y León;INFORMÁTICA Y COMUNICACIONES;77,5
Hombres;Castilla y León;INSTALACIÓN Y MANTENIMIENTO;85,5
Hombres;Castilla y León;MADERA, MUEBLE Y CORCHO;83,7
Hombres;Castilla y León;MARÍTIMO-PESQUERA;.
Hombres;Castilla y León;QUÍMICA;81,1
Hombres;Castilla y León;SANIDAD;81,2
Hombres;Castilla y León;SEGURIDAD Y MEDIO AMBIENTE;74,5
Hombres;Castilla y León;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;84,4
Hombres;Castilla y León;TEXTIL, CONFECCIÓN Y PIEL;94,7
Hombres;Castilla y León;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;90,4
Hombres;Castilla y León;VIDRIO Y CERÁMICA;.
Hombres;Castilla La Mancha;ACTIVIDADES FÍSICAS Y DEPORTIVAS;97,8
Hombres;Castilla La Mancha;ADMINISTRACIÓN Y GESTIÓN;97,2
Hombres;Castilla La Mancha;AGRARIA;97,1
Hombres;Castilla La Mancha;ARTES GRÁFICAS;.
Hombres;Castilla La Mancha;ARTES Y ARTESANÍAS;.
Hombres;Castilla La Mancha;COMERCIO Y MARKETING;97,7
Hombres;Castilla La Mancha;EDIFICACIÓN Y OBRA CIVIL;98,3
Hombres;Castilla La Mancha;ELECTRICIDAD Y ELECTRÓNICA;97,3
Hombres;Castilla La Mancha;ENERGÍA Y AGUA;98,7
Hombres;Castilla La Mancha;FABRICACIÓN MECÁNICA;98,7
Hombres;Castilla La Mancha;HOSTELERÍA Y TURISMO;97,1
Hombres;Castilla La Mancha;IMAGEN PERSONAL;99,1
Hombres;Castilla La Mancha;IMAGEN Y SONIDO;92,6
Hombres;Castilla La Mancha;INDUSTRIAS ALIMENTARIAS;98,7
Hombres;Castilla La Mancha;INDUSTRIAS EXTRACTIVAS;.
Hombres;Castilla La Mancha;INFORMÁTICA Y COMUNICACIONES;96,8
Hombres;Castilla La Mancha;INSTALACIÓN Y MANTENIMIENTO;98,5
Hombres;Castilla La Mancha;MADERA, MUEBLE Y CORCHO;85,6
Hombres;Castilla La Mancha;MARÍTIMO-PESQUERA;.
Hombres;Castilla La Mancha;QUÍMICA;98,8
Hombres;Castilla La Mancha;SANIDAD;97,9
Hombres;Castilla La Mancha;SEGURIDAD Y MEDIO AMBIENTE;98,1
Hombres;Castilla La Mancha;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,6
Hombres;Castilla La Mancha;TEXTIL, CONFECCIÓN Y PIEL;97,9
Hombres;Castilla La Mancha;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;96,9
Hombres;Castilla La Mancha;VIDRIO Y CERÁMICA;.
Hombres;Cataluña;ACTIVIDADES FÍSICAS Y DEPORTIVAS;..
Hombres;Cataluña;ADMINISTRACIÓN Y GESTIÓN;..
Hombres;Cataluña;AGRARIA;..
Hombres;Cataluña;ARTES GRÁFICAS;..
Hombres;Cataluña;ARTES Y ARTESANÍAS;..
Hombres;Cataluña;COMERCIO Y MARKETING;..
Hombres;Cataluña;EDIFICACIÓN Y OBRA CIVIL;..
Hombres;Cataluña;ELECTRICIDAD Y ELECTRÓNICA;..
Hombres;Cataluña;ENERGÍA Y AGUA;..
Hombres;Cataluña;FABRICACIÓN MECÁNICA;..
Hombres;Cataluña;HOSTELERÍA Y TURISMO;..
Hombres;Cataluña;IMAGEN PERSONAL;..
Hombres;Cataluña;IMAGEN Y SONIDO;..
Hombres;Cataluña;INDUSTRIAS ALIMENTARIAS;..
Hombres;Cataluña;INDUSTRIAS EXTRACTIVAS;..
Hombres;Cataluña;INFORMÁTICA Y COMUNICACIONES;..
Hombres;Cataluña;INSTALACIÓN Y MANTENIMIENTO;..
Hombres;Cataluña;MADERA, MUEBLE Y CORCHO;..
Hombres;Cataluña;MARÍTIMO-PESQUERA;..
Hombres;Cataluña;QUÍMICA;..
Hombres;Cataluña;SANIDAD;..
Hombres;Cataluña;SEGURIDAD Y MEDIO AMBIENTE;..
Hombres;Cataluña;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;..
Hombres;Cataluña;TEXTIL, CONFECCIÓN Y PIEL;..
Hombres;Cataluña;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;..
Hombres;Cataluña;VIDRIO Y CERÁMICA;..
Hombres;Comunitat Valenciana;ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,4
Hombres;Comunitat Valenciana;ADMINISTRACIÓN Y GESTIÓN;80,5
Hombres;Comunitat Valenciana;AGRARIA;74,3
Hombres;Comunitat Valenciana;ARTES GRÁFICAS;73,1
Hombres;Comunitat Valenciana;ARTES Y ARTESANÍAS;80,1
Hombres;Comunitat Valenciana;COMERCIO Y MARKETING;78,3
Hombres;Comunitat Valenciana;EDIFICACIÓN Y OBRA CIVIL;65,3
Hombres;Comunitat Valenciana;ELECTRICIDAD Y ELECTRÓNICA;70,4
Hombres;Comunitat Valenciana;ENERGÍA Y AGUA;65,3
Hombres;Comunitat Valenciana;FABRICACIÓN MECÁNICA;72,6
Hombres;Comunitat Valenciana;HOSTELERÍA Y TURISMO;69,9
Hombres;Comunitat Valenciana;IMAGEN PERSONAL;75,2
Hombres;Comunitat Valenciana;IMAGEN Y SONIDO;80,3
Hombres;Comunitat Valenciana;INDUSTRIAS ALIMENTARIAS;74,1
Hombres;Comunitat Valenciana;INDUSTRIAS EXTRACTIVAS;.
Hombres;Comunitat Valenciana;INFORMÁTICA Y COMUNICACIONES;70,9
Hombres;Comunitat Valenciana;INSTALACIÓN Y MANTENIMIENTO;75,0
Hombres;Comunitat Valenciana;MADERA, MUEBLE Y CORCHO;57,7
Hombres;Comunitat Valenciana;MARÍTIMO-PESQUERA;78,8
Hombres;Comunitat Valenciana;QUÍMICA;78,3
Hombres;Comunitat Valenciana;SANIDAD;83,2
Hombres;Comunitat Valenciana;SEGURIDAD Y MEDIO AMBIENTE;78,5
Hombres;Comunitat Valenciana;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;77,5
Hombres;Comunitat Valenciana;TEXTIL, CONFECCIÓN Y PIEL;65,8
Hombres;Comunitat Valenciana;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;73,5
Hombres;Comunitat Valenciana;VIDRIO Y CERÁMICA;61,2
Hombres;Extremadura;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,4
Hombres;Extremadura;ADMINISTRACIÓN Y GESTIÓN;84,0
Hombres;Extremadura;AGRARIA;87,9
Hombres;Extremadura;ARTES GRÁFICAS;67,9
Hombres;Extremadura;ARTES Y ARTESANÍAS;.
Hombres;Extremadura;COMERCIO Y MARKETING;86,5
Hombres;Extremadura;EDIFICACIÓN Y OBRA CIVIL;70,4
Hombres;Extremadura;ELECTRICIDAD Y ELECTRÓNICA;77,6
Hombres;Extremadura;ENERGÍA Y AGUA;82,0
Hombres;Extremadura;FABRICACIÓN MECÁNICA;93,7
Hombres;Extremadura;HOSTELERÍA Y TURISMO;78,3
Hombres;Extremadura;IMAGEN PERSONAL;93,7
Hombres;Extremadura;IMAGEN Y SONIDO;78,2
Hombres;Extremadura;INDUSTRIAS ALIMENTARIAS;83,3
Hombres;Extremadura;INDUSTRIAS EXTRACTIVAS;.
Hombres;Extremadura;INFORMÁTICA Y COMUNICACIONES;75,2
Hombres;Extremadura;INSTALACIÓN Y MANTENIMIENTO;70,6
Hombres;Extremadura;MADERA, MUEBLE Y CORCHO;72,5
Hombres;Extremadura;MARÍTIMO-PESQUERA;.
Hombres;Extremadura;QUÍMICA;81,4
Hombres;Extremadura;SANIDAD;89,2
Hombres;Extremadura;SEGURIDAD Y MEDIO AMBIENTE;99,2
Hombres;Extremadura;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;91,0
Hombres;Extremadura;TEXTIL, CONFECCIÓN Y PIEL;98,3
Hombres;Extremadura;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;85,1
Hombres;Extremadura;VIDRIO Y CERÁMICA;.
Hombres;Galicia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;92,5
Hombres;Galicia;ADMINISTRACIÓN Y GESTIÓN;80,3
Hombres;Galicia;AGRARIA;86,8
Hombres;Galicia;ARTES GRÁFICAS;88,6
Hombres;Galicia;ARTES Y ARTESANÍAS;.
Hombres;Galicia;COMERCIO Y MARKETING;86,9
Hombres;Galicia;EDIFICACIÓN Y OBRA CIVIL;69,9
Hombres;Galicia;ELECTRICIDAD Y ELECTRÓNICA;82,2
Hombres;Galicia;ENERGÍA Y AGUA;81,0
Hombres;Galicia;FABRICACIÓN MECÁNICA;82,8
Hombres;Galicia;HOSTELERÍA Y TURISMO;84,4
Hombres;Galicia;IMAGEN PERSONAL;71,9
Hombres;Galicia;IMAGEN Y SONIDO;86,1
Hombres;Galicia;INDUSTRIAS ALIMENTARIAS;70,3
Hombres;Galicia;INDUSTRIAS EXTRACTIVAS;.
Hombres;Galicia;INFORMÁTICA Y COMUNICACIONES;78,7
Hombres;Galicia;INSTALACIÓN Y MANTENIMIENTO;85,8
Hombres;Galicia;MADERA, MUEBLE Y CORCHO;80,2
Hombres;Galicia;MARÍTIMO-PESQUERA;88,5
Hombres;Galicia;QUÍMICA;83,5
Hombres;Galicia;SANIDAD;93,1
Hombres;Galicia;SEGURIDAD Y MEDIO AMBIENTE;83,1
Hombres;Galicia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;91,2
Hombres;Galicia;TEXTIL, CONFECCIÓN Y PIEL;77,0
Hombres;Galicia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;89,1
Hombres;Galicia;VIDRIO Y CERÁMICA;.
Hombres;Comunidad de Madrid;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,0
Hombres;Comunidad de Madrid;ADMINISTRACIÓN Y GESTIÓN;80,0
Hombres;Comunidad de Madrid;AGRARIA;64,3
Hombres;Comunidad de Madrid;ARTES GRÁFICAS;91,0
Hombres;Comunidad de Madrid;ARTES Y ARTESANÍAS;.
Hombres;Comunidad de Madrid;COMERCIO Y MARKETING;83,9
Hombres;Comunidad de Madrid;EDIFICACIÓN Y OBRA CIVIL;77,7
Hombres;Comunidad de Madrid;ELECTRICIDAD Y ELECTRÓNICA;83,0
Hombres;Comunidad de Madrid;ENERGÍA Y AGUA;76,4
Hombres;Comunidad de Madrid;FABRICACIÓN MECÁNICA;72,5
Hombres;Comunidad de Madrid;HOSTELERÍA Y TURISMO;77,1
Hombres;Comunidad de Madrid;IMAGEN PERSONAL;83,6
Hombres;Comunidad de Madrid;IMAGEN Y SONIDO;91,8
Hombres;Comunidad de Madrid;INDUSTRIAS ALIMENTARIAS;73,6
Hombres;Comunidad de Madrid;INDUSTRIAS EXTRACTIVAS;.
Hombres;Comunidad de Madrid;INFORMÁTICA Y COMUNICACIONES;84,8
Hombres;Comunidad de Madrid;INSTALACIÓN Y MANTENIMIENTO;75,0
Hombres;Comunidad de Madrid;MADERA, MUEBLE Y CORCHO;81,3
Hombres;Comunidad de Madrid;MARÍTIMO-PESQUERA;.
Hombres;Comunidad de Madrid;QUÍMICA;70,9
Hombres;Comunidad de Madrid;SANIDAD;89,9
Hombres;Comunidad de Madrid;SEGURIDAD Y MEDIO AMBIENTE;71,4
Hombres;Comunidad de Madrid;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;88,7
Hombres;Comunidad de Madrid;TEXTIL, CONFECCIÓN Y PIEL;83,0
Hombres;Comunidad de Madrid;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;82,0
Hombres;Comunidad de Madrid;VIDRIO Y CERÁMICA;.
Hombres;Región de Murcia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,0
Hombres;Región de Murcia;ADMINISTRACIÓN Y GESTIÓN;83,7
Hombres;Región de Murcia;AGRARIA;85,9
Hombres;Región de Murcia;ARTES GRÁFICAS;63,3
Hombres;Región de Murcia;ARTES Y ARTESANÍAS;.
Hombres;Región de Murcia;COMERCIO Y MARKETING;85,8
Hombres;Región de Murcia;EDIFICACIÓN Y OBRA CIVIL;68,6
Hombres;Región de Murcia;ELECTRICIDAD Y ELECTRÓNICA;80,4
Hombres;Región de Murcia;ENERGÍA Y AGUA;82,7
Hombres;Región de Murcia;FABRICACIÓN MECÁNICA;74,9
Hombres;Región de Murcia;HOSTELERÍA Y TURISMO;80,3
Hombres;Región de Murcia;IMAGEN PERSONAL;87,8
Hombres;Región de Murcia;IMAGEN Y SONIDO;92,6
Hombres;Región de Murcia;INDUSTRIAS ALIMENTARIAS;83,0
Hombres;Región de Murcia;INDUSTRIAS EXTRACTIVAS;.
Hombres;Región de Murcia;INFORMÁTICA Y COMUNICACIONES;79,2
Hombres;Región de Murcia;INSTALACIÓN Y MANTENIMIENTO;77,7
Hombres;Región de Murcia;MADERA, MUEBLE Y CORCHO;.
Hombres;Región de Murcia;MARÍTIMO-PESQUERA;75,5
Hombres;Región de Murcia;QUÍMICA;90,9
Hombres;Región de Murcia;SANIDAD;88,8
Hombres;Región de Murcia;SEGURIDAD Y MEDIO AMBIENTE;83,2
Hombres;Región de Murcia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,2
Hombres;Región de Murcia;TEXTIL, CONFECCIÓN Y PIEL;90,9
Hombres;Región de Murcia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;88,1
Hombres;Región de Murcia;VIDRIO Y CERÁMICA;.
Hombres;Comunidad Foral de Navarra;ACTIVIDADES FÍSICAS Y DEPORTIVAS;93,7
Hombres;Comunidad Foral de Navarra;ADMINISTRACIÓN Y GESTIÓN;91,2
Hombres;Comunidad Foral de Navarra;AGRARIA;92,3
Hombres;Comunidad Foral de Navarra;ARTES GRÁFICAS;80,1
Hombres;Comunidad Foral de Navarra;ARTES Y ARTESANÍAS;.
Hombres;Comunidad Foral de Navarra;COMERCIO Y MARKETING;88,4
Hombres;Comunidad Foral de Navarra;EDIFICACIÓN Y OBRA CIVIL;73,5
Hombres;Comunidad Foral de Navarra;ELECTRICIDAD Y ELECTRÓNICA;85,0
Hombres;Comunidad Foral de Navarra;ENERGÍA Y AGUA;87,4
Hombres;Comunidad Foral de Navarra;FABRICACIÓN MECÁNICA;85,7
Hombres;Comunidad Foral de Navarra;HOSTELERÍA Y TURISMO;84,4
Hombres;Comunidad Foral de Navarra;IMAGEN PERSONAL;93,5
Hombres;Comunidad Foral de Navarra;IMAGEN Y SONIDO;87,0
Hombres;Comunidad Foral de Navarra;INDUSTRIAS ALIMENTARIAS;78,5
Hombres;Comunidad Foral de Navarra;INDUSTRIAS EXTRACTIVAS;.
Hombres;Comunidad Foral de Navarra;INFORMÁTICA Y COMUNICACIONES;85,9
Hombres;Comunidad Foral de Navarra;INSTALACIÓN Y MANTENIMIENTO;87,5
Hombres;Comunidad Foral de Navarra;MADERA, MUEBLE Y CORCHO;92,6
Hombres;Comunidad Foral de Navarra;MARÍTIMO-PESQUERA;.
Hombres;Comunidad Foral de Navarra;QUÍMICA;84,6
Hombres;Comunidad Foral de Navarra;SANIDAD;94,6
Hombres;Comunidad Foral de Navarra;SEGURIDAD Y MEDIO AMBIENTE;90,8
Hombres;Comunidad Foral de Navarra;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;86,9
Hombres;Comunidad Foral de Navarra;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Comunidad Foral de Navarra;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;92,6
Hombres;Comunidad Foral de Navarra;VIDRIO Y CERÁMICA;.
Hombres;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;98,0
Hombres;País Vasco;ADMINISTRACIÓN Y GESTIÓN;94,7
Hombres;País Vasco;AGRARIA;88,8
Hombres;País Vasco;ARTES GRÁFICAS;93,4
Hombres;País Vasco;ARTES Y ARTESANÍAS;.
Hombres;País Vasco;COMERCIO Y MARKETING;95,1
Hombres;País Vasco;EDIFICACIÓN Y OBRA CIVIL;95,8
Hombres;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;94,1
Hombres;País Vasco;ENERGÍA Y AGUA;92,4
Hombres;País Vasco;FABRICACIÓN MECÁNICA;95,9
Hombres;País Vasco;HOSTELERÍA Y TURISMO;93,9
Hombres;País Vasco;IMAGEN PERSONAL;97,8
Hombres;País Vasco;IMAGEN Y SONIDO;95,0
Hombres;País Vasco;INDUSTRIAS ALIMENTARIAS;100,0
Hombres;País Vasco;INDUSTRIAS EXTRACTIVAS;.
Hombres;País Vasco;INFORMÁTICA Y COMUNICACIONES;94,6
Hombres;País Vasco;INSTALACIÓN Y MANTENIMIENTO;94,6
Hombres;País Vasco;MADERA, MUEBLE Y CORCHO;88,5
Hombres;País Vasco;MARÍTIMO-PESQUERA;94,1
Hombres;País Vasco;QUÍMICA;96,8
Hombres;País Vasco;SANIDAD;94,6
Hombres;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;93,1
Hombres;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,2
Hombres;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;96,1
Hombres;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;96,1
Hombres;País Vasco;VIDRIO Y CERÁMICA;.
Hombres;La Rioja;ACTIVIDADES FÍSICAS Y DEPORTIVAS;81,6
Hombres;La Rioja;ADMINISTRACIÓN Y GESTIÓN;83,8
Hombres;La Rioja;AGRARIA;64,6
Hombres;La Rioja;ARTES GRÁFICAS;.
Hombres;La Rioja;ARTES Y ARTESANÍAS;.
Hombres;La Rioja;COMERCIO Y MARKETING;86,1
Hombres;La Rioja;EDIFICACIÓN Y OBRA CIVIL;88,8
Hombres;La Rioja;ELECTRICIDAD Y ELECTRÓNICA;80,3
Hombres;La Rioja;ENERGÍA Y AGUA;98,0
Hombres;La Rioja;FABRICACIÓN MECÁNICA;85,9
Hombres;La Rioja;HOSTELERÍA Y TURISMO;86,6
Hombres;La Rioja;IMAGEN PERSONAL;77,4
Hombres;La Rioja;IMAGEN Y SONIDO;.
Hombres;La Rioja;INDUSTRIAS ALIMENTARIAS;75,8
Hombres;La Rioja;INDUSTRIAS EXTRACTIVAS;.
Hombres;La Rioja;INFORMÁTICA Y COMUNICACIONES;86,6
Hombres;La Rioja;INSTALACIÓN Y MANTENIMIENTO;86,3
Hombres;La Rioja;MADERA, MUEBLE Y CORCHO;.
Hombres;La Rioja;MARÍTIMO-PESQUERA;.
Hombres;La Rioja;QUÍMICA;88,3
Hombres;La Rioja;SANIDAD;90,6
Hombres;La Rioja;SEGURIDAD Y MEDIO AMBIENTE;69,3
Hombres;La Rioja;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;93,7
Hombres;La Rioja;TEXTIL, CONFECCIÓN Y PIEL;87,8
Hombres;La Rioja;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;89,8
Hombres;La Rioja;VIDRIO Y CERÁMICA;.
Hombres;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;81,3
Hombres;Ceuta;ADMINISTRACIÓN Y GESTIÓN;0,0
Hombres;Ceuta;AGRARIA;60,7
Hombres;Ceuta;ARTES GRÁFICAS;.
Hombres;Ceuta;ARTES Y ARTESANÍAS;.
Hombres;Ceuta;COMERCIO Y MARKETING;.
Hombres;Ceuta;EDIFICACIÓN Y OBRA CIVIL;60,7
Hombres;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;67,0
Hombres;Ceuta;ENERGÍA Y AGUA;83,3
Hombres;Ceuta;FABRICACIÓN MECÁNICA;.
Hombres;Ceuta;HOSTELERÍA Y TURISMO;56,5
Hombres;Ceuta;IMAGEN PERSONAL;0,0
Hombres;Ceuta;IMAGEN Y SONIDO;84,1
Hombres;Ceuta;INDUSTRIAS ALIMENTARIAS;.
Hombres;Ceuta;INDUSTRIAS EXTRACTIVAS;.
Hombres;Ceuta;INFORMÁTICA Y COMUNICACIONES;0,0
Hombres;Ceuta;INSTALACIÓN Y MANTENIMIENTO;.
Hombres;Ceuta;MADERA, MUEBLE Y CORCHO;.
Hombres;Ceuta;MARÍTIMO-PESQUERA;.
Hombres;Ceuta;QUÍMICA;.
Hombres;Ceuta;SANIDAD;75,4
Hombres;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;54,6
Hombres;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;73,6
Hombres;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;53,2
Hombres;Ceuta;VIDRIO Y CERÁMICA;.
Hombres;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;63,3
Hombres;Melilla;ADMINISTRACIÓN Y GESTIÓN;73,0
Hombres;Melilla;AGRARIA;.
Hombres;Melilla;ARTES GRÁFICAS;.
Hombres;Melilla;ARTES Y ARTESANÍAS;.
Hombres;Melilla;COMERCIO Y MARKETING;90,4
Hombres;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
Hombres;Melilla;ELECTRICIDAD Y ELECTRÓNICA;80,6
Hombres;Melilla;ENERGÍA Y AGUA;.
Hombres;Melilla;FABRICACIÓN MECÁNICA;.
Hombres;Melilla;HOSTELERÍA Y TURISMO;86,2
Hombres;Melilla;IMAGEN PERSONAL;.
Hombres;Melilla;IMAGEN Y SONIDO;84,2
Hombres;Melilla;INDUSTRIAS ALIMENTARIAS;.
Hombres;Melilla;INDUSTRIAS EXTRACTIVAS;.
Hombres;Melilla;INFORMÁTICA Y COMUNICACIONES;66,3
Hombres;Melilla;INSTALACIÓN Y MANTENIMIENTO;.
Hombres;Melilla;MADERA, MUEBLE Y CORCHO;.
Hombres;Melilla;MARÍTIMO-PESQUERA;.
Hombres;Melilla;QUÍMICA;.
Hombres;Melilla;SANIDAD;77,0
Hombres;Melilla;SEGURIDAD Y MEDIO AMBIENTE;49,0
Hombres;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;90,5
Hombres;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;73,3
Hombres;Melilla;VIDRIO Y CERÁMICA;.
Mujeres;Porcentajes total de módulos aprobados;ACTIVIDADES FÍSICAS Y DEPORTIVAS;92,4
Mujeres;Porcentajes total de módulos aprobados;ADMINISTRACIÓN Y GESTIÓN;86,2
Mujeres;Porcentajes total de módulos aprobados;AGRARIA;88,8
Mujeres;Porcentajes total de módulos aprobados;ARTES GRÁFICAS;88,8
Mujeres;Porcentajes total de módulos aprobados;ARTES Y ARTESANÍAS;77,4
Mujeres;Porcentajes total de módulos aprobados;COMERCIO Y MARKETING;87,6
Mujeres;Porcentajes total de módulos aprobados;EDIFICACIÓN Y OBRA CIVIL;77,9
Mujeres;Porcentajes total de módulos aprobados;ELECTRICIDAD Y ELECTRÓNICA;81,4
Mujeres;Porcentajes total de módulos aprobados;ENERGÍA Y AGUA;80,3
Mujeres;Porcentajes total de módulos aprobados;FABRICACIÓN MECÁNICA;85,2
Mujeres;Porcentajes total de módulos aprobados;HOSTELERÍA Y TURISMO;84,9
Mujeres;Porcentajes total de módulos aprobados;IMAGEN PERSONAL;88,6
Mujeres;Porcentajes total de módulos aprobados;IMAGEN Y SONIDO;91,4
Mujeres;Porcentajes total de módulos aprobados;INDUSTRIAS ALIMENTARIAS;83,5
Mujeres;Porcentajes total de módulos aprobados;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Porcentajes total de módulos aprobados;INFORMÁTICA Y COMUNICACIONES;81,1
Mujeres;Porcentajes total de módulos aprobados;INSTALACIÓN Y MANTENIMIENTO;79,8
Mujeres;Porcentajes total de módulos aprobados;MADERA, MUEBLE Y CORCHO;84,6
Mujeres;Porcentajes total de módulos aprobados;MARÍTIMO-PESQUERA;92,7
Mujeres;Porcentajes total de módulos aprobados;QUÍMICA;83,1
Mujeres;Porcentajes total de módulos aprobados;SANIDAD;92,1
Mujeres;Porcentajes total de módulos aprobados;SEGURIDAD Y MEDIO AMBIENTE;86,4
Mujeres;Porcentajes total de módulos aprobados;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;91,0
Mujeres;Porcentajes total de módulos aprobados;TEXTIL, CONFECCIÓN Y PIEL;87,4
Mujeres;Porcentajes total de módulos aprobados;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;87,6
Mujeres;Porcentajes total de módulos aprobados;VIDRIO Y CERÁMICA;76,3
Mujeres;Andalucía;ACTIVIDADES FÍSICAS Y DEPORTIVAS;96,0
Mujeres;Andalucía;ADMINISTRACIÓN Y GESTIÓN;90,1
Mujeres;Andalucía;AGRARIA;93,2
Mujeres;Andalucía;ARTES GRÁFICAS;91,0
Mujeres;Andalucía;ARTES Y ARTESANÍAS;.
Mujeres;Andalucía;COMERCIO Y MARKETING;91,6
Mujeres;Andalucía;EDIFICACIÓN Y OBRA CIVIL;77,6
Mujeres;Andalucía;ELECTRICIDAD Y ELECTRÓNICA;84,0
Mujeres;Andalucía;ENERGÍA Y AGUA;88,3
Mujeres;Andalucía;FABRICACIÓN MECÁNICA;82,3
Mujeres;Andalucía;HOSTELERÍA Y TURISMO;88,6
Mujeres;Andalucía;IMAGEN PERSONAL;92,7
Mujeres;Andalucía;IMAGEN Y SONIDO;93,1
Mujeres;Andalucía;INDUSTRIAS ALIMENTARIAS;84,1
Mujeres;Andalucía;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Andalucía;INFORMÁTICA Y COMUNICACIONES;84,1
Mujeres;Andalucía;INSTALACIÓN Y MANTENIMIENTO;70,9
Mujeres;Andalucía;MADERA, MUEBLE Y CORCHO;88,5
Mujeres;Andalucía;MARÍTIMO-PESQUERA;93,7
Mujeres;Andalucía;QUÍMICA;86,8
Mujeres;Andalucía;SANIDAD;97,6
Mujeres;Andalucía;SEGURIDAD Y MEDIO AMBIENTE;91,4
Mujeres;Andalucía;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,0
Mujeres;Andalucía;TEXTIL, CONFECCIÓN Y PIEL;94,9
Mujeres;Andalucía;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;89,8
Mujeres;Andalucía;VIDRIO Y CERÁMICA;.
Mujeres;Aragón;ACTIVIDADES FÍSICAS Y DEPORTIVAS;95,0
Mujeres;Aragón;ADMINISTRACIÓN Y GESTIÓN;82,5
Mujeres;Aragón;AGRARIA;88,1
Mujeres;Aragón;ARTES GRÁFICAS;90,4
Mujeres;Aragón;ARTES Y ARTESANÍAS;.
Mujeres;Aragón;COMERCIO Y MARKETING;77,5
Mujeres;Aragón;EDIFICACIÓN Y OBRA CIVIL;83,3
Mujeres;Aragón;ELECTRICIDAD Y ELECTRÓNICA;85,0
Mujeres;Aragón;ENERGÍA Y AGUA;100,0
Mujeres;Aragón;FABRICACIÓN MECÁNICA;92,5
Mujeres;Aragón;HOSTELERÍA Y TURISMO;85,4
Mujeres;Aragón;IMAGEN PERSONAL;91,3
Mujeres;Aragón;IMAGEN Y SONIDO;89,6
Mujeres;Aragón;INDUSTRIAS ALIMENTARIAS;78,7
